Sender,Message Content,Category
966509188144,ام محمد جت لسياره انا موقف اول ما تنزلين الدرج,Personal
mawarid,طريق سداد ذلك عقد RH,Commercial
seha.sa,عزيزي نود اشعارك بانه اصدار اجازه مرضيه لـ ايام برقم GSL ويمكنك الاطلاع عليها تطبيق صحتي دمتم بصحه,Health
smasco,Marhabtain We are present at location waiting for you answer call deliver visit,Services
smasco,مرحبتين ا تحيه طيبه لم يتم تنفيذ الزياره لهذا اليوم بسبب عدم الرد الاتصال وتعتبر الزياره نافذه بموجب العقد وشكرا,Services
stc,تقتضي اجراءاتنا بضروره اشعاركم قنواتنا الرسميه قبل الزيارات الفنيه داخل مواقع العملاء مؤكدين وجوب ابراز هويه العمل الخاصه بممثلنا والتزامنا بالاجراءات الصحيه الوقائيه المعتمده قبل فريق,Promotional
mawarid,طريق سداد ذلك عقد RH,Commercial
alrajhibank,تمويلك جاهز يمكنك الدخول التطبيق والتنفيذ فورا,Financial
mawarid,طريق سداد ذلك عقد RH,Commercial
iam.gov.sa,الرقم السري المؤقت للدخول نافذ هو النفاذ الوطني الموحد,Governmental
smasco,مرحبتين ا التواصل معكم بخصوص طلبكم ولم يتم الرد وشكرا,Services
stc,يمكنك اجراء المكالمات واستخدام الانترنت خدمه التجوال المحلي شبكه الهاتف المتنقل لشركات الاتصالات المتوفره بكافه قري وهجر منطقه عسير ولن يتم احتساب اي مبالغ اضافيه عند استخدام هذه الخدمه خدمه التجوال المحلي تعمل الشبكات التاليه Zain Mobily حال وجود ملاحظات استفسارات يمكن التواصل مركز خدمه العملاء,Promotional
alrajhibank,اشعار تغيير كلمه المرور لقنوات المباشر للافراد بنجاح,Financial
tadawulaty,انشاء حسابك بنجاح نظام تداولاتي,Financial
900,عذرا الغاء عمليه شحن الرصيد التي قمت بطلبها مؤخرا السبب وجود عمليه شحن اخري لديك جاري تنفيذها يرجي المحاوله لاحقا,Telecommunications
najdah,اهلا مسؤول التوصيل غادر مقر الانطلاق وهو طريقه اليك سيقوم بالاتصال بك حين الوصول وسيغادر بعد دقائق وصوله لك نامل الاستعداد للاستلام وقت الوصول بالفتره المسائيه م م نجده,Services
alrajhibank,عزيزي العميل استفد عروض شهر التمويل وتقدم بطلبك زياره اقرب فرع تطبق الشروط والاحكام,Financial
najdah,اهلا مسؤول التوصيل غادر مقر الانطلاق وهو طريقه اليك سيقوم بالاتصال بك حين الوصول وسيغادر بعد دقائق وصوله لك نامل الاستعداد للاستلام وقت الوصول بالفتره المسائيه م م نجده,Services
najdah,اهلا مسؤول التوصيل غادر مقر الانطلاق وهو طريقه اليك سيقوم بالاتصال بك حين الوصول وسيغادر بعد دقائق وصوله لك نامل الاستعداد للاستلام وقت الوصول بالفتره المسائيه م م نجده,Services
alrajhibank,اشعار تسجيل جهاز جديد للدخول لتطبيق الراجحي باستخدام الدخول السريع,Financial
alrajhibank,اشعار تفعيل خدمه الدخول السريع لتطبيق الراجحي,Financial
iam.gov.sa,الرقم السري المؤقت للدخول نافذ هو النفاذ الوطني الموحد,Governmental
stc,يمكنك اجراء المكالمات واستخدام الانترنت خدمه التجوال المحلي شبكه الهاتف المتنقل لشركات الاتصالات المتوفره بكافه قري وهجر منطقه ولن يتم احتساب اي مبالغ اضافيه عند استخدام هذه الخدمه خدمه التجوال المحلي تعمل الشبكات التاليه Zain Mobily حال وجود ملاحظات استفسارات يمكن التواصل مركز خدمه العملاء,Promotional
dr.alhabib,يسرنا ان نقدم خدمه الانترنت Wifi HMG Guest User PWD,Health
mngha,نهنئكم بمناسبه اليوم الوطني قلوبنا نجدد لكم حرصنا تقديم افضل الرعايه الصحيه لتصل مستوي رضاكم كل عام وقيادتنا ووطننا العظيم واهله بخير تحيات علاقات المرضي الشؤون الصحيه وزاره الحرس الوطني,Governmental
stc,نود ابلاغكم بانتهاء Discount on Monthly Rental خصم رسوم الاشتراك الشهريه اليوم لمعرفه باقتك الحاليه الرمز,Promotional
900,مساء الخير باقتك الحاليه هي مفوتر,Telecommunications
snb-alahli,لقد قمت بتعميد جوالك هذا حيث سيقوم البنك الاهلي السعودي بارسال الرسائل النصيه اليه,Financial
snb-alahli,تسجيل خاصيه البصمه للاهلي موبايل,Financial
namshi,شكرا لتسوقك نمشي لقد طلبك SA وسيتم شحنه قريبا سنبقي تواصل معك لاعلامك باخر المستجدات,Stores
alrajhibank,عزيزي العميل لقد ايداع رسوم التمويل الاداريه بقيمه كرصيد حساب بطاقتك المنتهيه ب يسعدنا خدمتك نتمني ان تحظي بتجربه تسوق ممتعه بطاقات مصرف الراجحي,Financial
namshi,ناسف تاخير الطلبيه فريق نمشي يعمل جاهدا التوصيل اقرب وقت,Stores
sehhaty,عزيزنا المستخدم اعاده جدوله موعدكم الثاني ونفيدكم علما بان التغيب الموعد الثاني يؤدي فقدان الجرعه الاولي لفعاليتها,Health
snb-alahli,الدخول بخاصيه البصمه للاهلي موبايل,Financial
riva online,شكرا لتسوقك معنا تاكيد طلبك ريفا فاشن هو,Stores
moh,عزيزنا المستفيد حاله التحصين تكتمل الا بتلقي الجرعتين لصحتكم وصحه حولكم نحثكم للمسارعه بالحجز فالمواعيد متاحه ونتشرف بخدمتكم تمنياتنا لكم بالصحه والعافيه,Governmental
900,مساء الخير باقتك الحاليه هي مفوتر بيسك,Telecommunications
pension,ستبقون رمزا نتفاخر به ونبراسا يضئ لنا حياتنا شكرا لمربي الاجيال نهنئكم بمناسبه اليوم_العالمي_للمعلم,Governmental
alrajhibank,مرحبا استخدم بطاقات الراجحي الائتمانيه مسبقه الدفع وضاعف فرص الفوز برحله شامله التكاليف لحضور مباراه المنتخب السعودي كاس العرب فيفا مقدمه فيزا لمزيد التفاصيل يرجي زياره موقع المصرف تطبق الشروط والاحكام,Financial
namshi,لقد قمنا بتسليم منتجات طلبيتك SA Wimo سوف تستلمها ايام عمل شكرا لتسوقك معنا,Stores
najdah,اهلاا مسؤول التوصيل غادر مقر الانطلاق وهو طريقه اليك سيقوم بالاتصال بك حين الوصول وسيغادر بعد دقائق وصوله لك نامل الاستعداد للاستلام وقت الوصول بالفتره المسائيه م م نجده,Services
mawarid,طريق سداد ذلك عقد RH,Commercial
900,صباح الخير نود فقط ابلاغك بانك استنفذت كامل الدقائق المجانيه داخل الشبكه المتاحه باقتك سيتم احتساب المكالمات بحسب التعرفه المحليه هلله للدقيقه,Telecommunications
uber,اوبر المخصص لك هو تشارك هذا الرمز مطلقا,Services
iam.gov.sa,الرقم السري المؤقت للدخول Bank Albilad هو النفاذ الوطني الموحد,Governmental
bankalbilad,طلبك وسيتم اشعارك الرسائل النصيه والبريد الالكتروني عند تحديث الطلب,Financial
bankalbilad,عزيزي سليمان حياك البلاد حاله الحساب Active حساب xx,Financial
bankalbilad,فتح حسابكم لدي بنك البلاد ورقم الايبان هو SA,Financial
bankalbilad,اصدار بطاقه مدي الرقميه المنتهيه ب ويمكنك الدخول حسابك تطبيق البلاد واعداد الرمز السري للبطاقه,Financial
aramex,Your aramex activation key is if you did not register please ignore this message,Stores
saifgallery,توثيق جوالك السيف غاليري,Stores
bankalbilad,لتجنب تجميد حسابكم نامل منكم الدخول البلاد نت لتحديث بيانات جهه العمل مده,Financial
saifgallery,يالغالي ـه طلبك AGSA اكدناه والحين يجهزونه عشانك,Stores
saifgallery,شحنتك سلمناها لشركه الشحن رح تتواصل معك خليك قريب,Stores
bankalbilad,اضافه بطاقتك البنكيه تطبيق Apple Pay بنجاح,Financial
awon,Flex لقد المبلغ للعقد بقيمه,Financial
awon,Flexلقد المبلغ للعقد بقيمه,Financial
noon daily,تاكيد طلبك الرجاء مراجعه بريدك الالكتروني لمزيد المعلومات,Stores
mawarid,طريق سداد ذلك عقد RH,Commercial
noon daily,هلا خرجت منتجات طلبك للتوصيل,Stores
noon,طلبيتك باب بيتك الرجاء استلامها اقرب وقت ممكن,Stores
alrajhibank,نشكرك تفعيل بطاقتك للعروض والخصومات يرجي زياره موقع المصرف,Financial
966536591700,بكره مايجي,Personal
mawarid,طريق سداد ذلك عقد RH,Commercial
noon,شكرا لك استلمنا طلبك نون NSADB وسنخبرك عندما يتم تاكيده,Stores
dr.alhabib,بناء طلبكم الغاء موعدكم د الحرافشه,Health
dr.alhabib,بناء طلبكم الغاء موعدكم د امل الحميدان,Health
shein,بسبب زياده عدد الطلبات حاليا سيتاخر طلبك GSHMPNWH لبعض الوقت سنقوم بالاستعجال تجهيز الطلب وشحنه اقرب وقت ممكن لاجلك,Stores
mawarid,طريق سداد ذلك عقد RH,Commercial
dr.alhabib,بناء طلبكم الغاء موعدكم د احمد الدوسري,Health
dr.alhabib,بناء طلبكم الغاء موعدكم د اسماء بوقريط,Health
saco-online,شكرا لتسجيلك موقع ساكو انشاء الحساب بنجاح,Stores
mawarid,قدره طريق Apple pay,Commercial
mawarid,تنشيط عقدك HCR لخدمات الساعه,Commercial
mawarid,نود اسعاركم باكتمال عقدك رقمHCR,Commercial
tadawulaty,عزيزي المستثمر ايداع ارباح نقديه لاسهم النايفات حسابك الاستثماري بواقع لكل سهم لدي عضو الحفظ الراجحي الماليه,Financial
mawarid,تنشيط عقدك HCR لخدمات الساعه,Commercial
mawarid,نود اسعاركم باكتمال عقدك رقمHCR,Commercial
naqel,Hi The attempt return order for RIVA was failed due Canceled by Client,Services
mawarid,قدره طريق Apple pay,Commercial
mawarid,تنشيط عقدك HCR لخدمات الساعه,Commercial
mawarid,نود اسعاركم باكتمال عقدك رقمHCR,Commercial
mawarid,تنشيط عقدك HCR لخدمات الساعه,Commercial
mawarid,نود اسعاركم باكتمال عقدك رقمHCR,Commercial
mawarid,قدره طريق Sadad,Commercial
mawarid,تنشيط عقدك HCR لخدمات الساعه,Commercial
stc,STC ترحب بك حمدا لله سلامتك Dear Customer STC welcomes you wishes you a pleasant time,Promotional
sivvi,استلمنا طلبك NSAES وسنخبرك عندما يتم تاكيده,Stores
mawarid,نود اسعاركم باكتمال عقدك رقمHCR,Commercial
966505501157,السلام عليكم الاتصال بك لتحديد موعد لاخذ مقاس المطبخ ارجو معاوده شركه نادي المطابخ م سمؤال حسن,Personal
awon,Flex لقد المبلغ للعقد بقيمه,Commercial
awon,Flex لقد المبلغ للعقد بقيمه,Commercial
mawarid,قدره طريق Apple pay,Commercial
alrajhibank,تنشيط المستفيد شركه الغابه المحدوده,Financial
alrajhibank,تسجيلك بنجاح خدمه الهاتف المصرفي,Financial
alrajhibank,تنشيط المستفيد شركه امواج المحيط للصناعه شركه,Financial
donationsa,عزيزنا المضحي المنصه الوطنيه للتبرعات نفيدكم باستلام طلب توكيل تنفيذ اضحيه نوع خروف بمبلغ سعودي سائلين لكم القبول,Stores
donationsa,ما انفقتم شيء فهو يخلفه وهو خير الرازقين شكرا لتبرعكم المنصه الوطنيه للتبرعات,Stores
alrajhibank,نهنئكم بعيد الاضحي المبارك وكل عام وانتم بخير مصرفيه تميز,Promotional
stc,Dear Customer We wanted let you know that you have consumed whole data available for Mofawtar GB package You can enjoy unlimited internet without fair usage policy by upgrading plan Mofawtar package Send Mofawtar know more Or you can subscribe one time internet packages Send know about internet packages With always on feature You have GB additional internet with Kbps internet speed Have a nice day,Telecommunications
